geometry,cell_id,num_species,num_points,bio1_mean,bio3_mean,bio4_mean,bio7_mean,bio12_mean,bio15_mean,elevation_mean,index_right,Id,AH,NOMAH,ZH,NOMZH,SZH,NOMSZH,Area_Ha,sp_density,num_species_std,w_num_species_std,num_points_std,w_num_points_std,sp_density_std,w_sp_density_std
"POLYGON ((5038721.384746362 2217317.742485112, 5038721.969069187 2216396.9106531194, 5039643.9324167 2216397.502246704, 5039643.334180532 2217318.334894169, 5038721.384746362 2217317.742485112))",321337,1,1,0.7329166412353516,75.53763580322266,6.117999649047851,0.9299999237060548,1162.0,56.7717399597168,3493.0,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,1.1779013665264971e-06,-0.4834711282198113,0.4524017446615698,-0.14960513730649305,0.03501550673001305,-0.4712883411132886,0.46261864697348937
"POLYGON ((4987092.747264837 2216385.9976503043, 4987092.552767232 2215465.181138765, 4988014.514407799 2215464.993485218, 4988014.695012632 2216385.8097377163, 4987092.747264837 2216385.9976503043))",322288,2,7,0.8783333778381348,78.5,3.892494964599609,1.0,980.0,70.40608215332031,3305.0,64,POMCA_126,2,Magdalena Cauca,24,Sogamoso,2402,Río Fonce,241081.0,2.3558485122135113e-06,0.8499115468308588,0.2748917695877967,-0.04149432843931065,-0.11274280066743256,0.8593846938404821,0.2855445115237009
"POLYGON ((4988936.642510681 2216385.635744659, 4988936.4757986 2215464.8197320136, 4989858.43695885 2215464.659879133, 4989858.589778196 2216385.475671114, 4988936.642510681 2216385.635744659))",322290,1,3,0.7037499904632568,80.09259033203125,4.3543346405029295,0.9,983.0,69.46691131591797,3583.0,64,POMCA_126,2,Magdalena Cauca,24,Sogamoso,2402,Río Fonce,241081.0,1.177925496809405e-06,-0.4834711282198113,0.4534086096006631,-0.11356820101743226,-0.1084621466476747,-0.4712610822359198,0.45080917942681553
"POLYGON ((4989858.589778196 2216385.475671114, 4989858.43695885 2215464.659879133, 4990780.39790776 2215464.513926559, 4990780.536834386 2216385.329517064, 4989858.589778196 2216385.475671114))",322291,2,2,0.6483333587646485,79.96255493164062,4.402133941650391,0.8899999618530273,916.0,69.1413803100586,3733.0,64,POMCA_126,2,Magdalena Cauca,24,Sogamoso,2402,Río Fonce,241081.0,2.3558520854408374e-06,0.8499115468308588,0.49998346382409864,-0.13158666916196265,-0.10891045504527525,0.8593887303520249,0.49484518801173566
"POLYGON ((4990780.536834386 2216385.329517064, 4990780.39790776 2215464.513926559, 4991702.358664544 2215464.3818742773, 4991702.483698466 2216385.1972824945, 4990780.536834386 2216385.329517064))",322292,2,3,0.5920833587646485,80.20833587646484,4.52999267578125,0.8800000190734864,923.0,52.78499603271485,3787.0,64,POMCA_126,2,Magdalena Cauca,24,Sogamoso,2402,Río Fonce,241081.0,2.3558530779997154e-06,0.8499115468308588,0.7316586356861519,-0.11356820101743226,-0.10911845631466288,0.8593898516004099,0.7182099035856359
"POLYGON ((4993546.3769271355 2216384.97457174, 4993546.279678585 2215464.159470534, 4994468.239974264 2215464.069119049, 4994468.323330146 2216384.884095532, 4993546.3769271355 2216384.97457174))",322295,1,1,0.7691666603088378,79.16667175292969,4.5568794250488285,1.0,1004.0,43.87118911743164,3458.0,64,POMCA_126,2,Magdalena Cauca,24,Sogamoso,2402,Río Fonce,241081.0,1.1779277300776005e-06,-0.4834711282198113,0.6746140121438886,-0.14960513730649305,-0.1114161829518175,-0.4712585594149439,0.5946292313651345
"POLYGON ((5000000 2216384.6335461405, 5000000 2215463.8189150444, 5000921.959892214 2215463.825865153, 5000921.945999576 2216384.640505844, 5000000 2216384.6335461405))",322302,1,1,0.6983333110809327,79.64912414550781,4.806876754760742,0.95,1228.0,55.057525634765625,3747.0,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,1.1779287722691807e-06,-0.4834711282198113,0.07362742335016306,-0.14960513730649305,-0.044257772166968815,-0.47125738209876455,0.0846536915994727
"POLYGON ((4988014.514407799 2215464.993485218, 4988014.334054882 2214544.177509952, 4988936.309319058 2214544.003996615, 4988936.4757986 2215464.8197320136, 4988014.514407799 2215464.993485218))",323278,1,4,0.8341666221618652,78.4013671875,4.171512222290039,0.9799999237060548,1003.0,55.6395378112793,3450.0,64,POMCA_126,2,Magdalena Cauca,24,Sogamoso,2402,Río Fonce,241081.0,1.1779075187576305e-06,-0.4834711282198113,0.4986053911232487,-0.09554973287290185,-0.09986068007146225,-0.47128139121905616,0.5087780629354534
"POLYGON ((4988936.4757986 2215464.8197320136, 4988936.309319058 2214544.003996615, 4989858.284352666 2214543.844364412, 4989858.43695885 2215464.659879133, 4988936.4757986 2215464.8197320136))",323279,1,6,0.7391666889190672,78.8530502319336,4.363241195678711,0.9300000190734864,943.0,57.61315155029297,3501.0,64,POMCA_126,2,Magdalena Cauca,24,Sogamoso,2402,Río Fonce,241081.0,1.1779081143038714e-06,-0.4834711282198113,0.4184763574316115,-0.05951279658384105,-0.11118057852043312,-0.4712807184576961,0.4151783424905735
"POLYGON ((4989858.43695885 2215464.659879133, 4989858.284352666 2214543.844364412, 4990780.259174916 2214543.6986133265, 4990780.39790776 2215464.513926559, 4989858.43695885 2215464.659879133))",323280,1,1,0.6579166889190674,80.0561752319336,4.382083129882813,0.8899999618530273,885.0,59.70574569702149,3728.0,64,POMCA_126,2,Magdalena Cauca,24,Sogamoso,2402,Río Fonce,241081.0,1.1779086602236074e-06,-0.4834711282198113,0.7453843070290052,-0.14960513730649305,-0.10012029547338795,-0.4712801017571296,0.7392009675112018
"POLYGON ((4990780.39790776 2215464.513926559, 4990780.259174916 2214543.6986133265, 4991702.233805026 2214543.5667433436, 4991702.358664544 2215464.3818742773, 4990780.39790776 2215464.513926559))",323281,4,5,0.5987500190734864,80.3977279663086,4.568294906616211,0.8799999237060547,922.0,54.66004943847656,3818.8,64,POMCA_126,2,Magdalena Cauca,24,Sogamoso,2402,Río Fonce,241081.0,4.7116366260455285e-06,3.5166768969321986,0.49918713267997494,-0.07753126472837145,-0.10739053664824158,3.520610819833231,0.48546853173889054
"POLYGON ((4992624.3192484155 2215464.2637222726, 4992624.20826221 2214543.448754449, 4994468.156734651 2214543.2544198753, 4994468.239974264 2215464.069119049, 4992624.3192484155 2215464.2637222726))",323283,1,1,0.6645833492279053,79.6985855102539,4.721605682373047,0.9399999618530274,1008.0,57.552032470703125,3636.0,64,POMCA_126,2,Magdalena Cauca,24,Sogamoso,2402,Río Fonce,241081.0,5.889550839177175e-07,-0.4834711282198113,0.8627622956929599,-0.14960513730649305,-0.10381942839753748,-1.1365940300597068,0.8721431543867233
"POLYGON ((5000000 2215463.8189150444, 5000000 2214543.0045612794, 5000921.973765475 2214543.0115017937, 5000921.959892214 2215463.825865153, 5000000 2215463.8189150444))",323290,2,17,0.634166669845581,80.25362396240234,4.804511642456054,0.9199999809265136,1407.0,56.34391021728516,3719.6470588235293,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,2.3558227796319684e-06,0.8499115468308588,-0.2540271053340608,0.13869035300599336,-0.13640692833140458,0.8593556249196019,-0.24233264431865723
"POLYGON ((5000921.959892214 2215463.825865153, 5000921.973765475 2214543.0115017937, 5001843.947550164 2214543.0323233376, 5001843.919803642 2215463.8467154815, 5000921.959892214 2215463.825865153))",323291,1,2,0.725,79.51388549804688,4.824181747436524,0.9600000381469728,1265.0,54.0196418762207,3721.0,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,1.1779113401864887e-06,-0.4834711282198113,0.04238991039420722,-0.13158666916196265,-0.06226063890757476,-0.47127707432559,0.053477703960572394
"POLYGON ((5008297.641335453 2215464.3818742773, 5008297.766194971 2214543.5667433436, 5009219.740825083 2214543.6986133265, 5009219.602092238 2215464.513926559, 5008297.641335453 2215464.3818742773))",323299,1,6,1.115416622161865,74.10941314697266,3.968387985229492,1.3100000381469727,1520.0,64.5842514038086,3022.0,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,1.1779091565095972e-06,-0.4834711282198113,0.6808221017029019,-0.05951279658384105,3.8093416019150403,-0.47127954112553705,0.6905567553855589
"POLYGON ((5035034.651489606 2215473.855000092, 5035035.178686893 2214553.026791457, 5035957.166690185 2214553.5612250166, 5035956.625618551 2215474.39017246, 5035034.651489606 2215473.855000092))",323328,3,5,0.9141666412353515,73.66071319580078,5.062488174438476,1.1199999809265138,1123.0,59.02045822143555,3269.0,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,3.5336238453700424e-06,2.1832942218815288,-0.48347112821981125,-0.07753126472837145,0.09957332455176159,2.1898636400338036,-0.4712751354387472
"POLYGON ((5002765.921373282 2214543.0670259134, 5002765.962934934 2213622.2528627394, 5003687.950669586 2213622.301379184, 5003687.895254044 2214543.115609525, 5002765.921373282 2214543.0670259134))",324300,2,4,1.1116666793823242,74.74746704101562,3.9791126251220703,1.3200000762939452,1100.0,45.53890228271485,2956.0,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,2.3557874687427338e-06,0.8499115468308588,-0.23864953281386808,-0.09554973287290185,-0.10706753038773896,0.859315735822441,-0.22699585457418997
"POLYGON ((5008297.766194971 2214543.5667433436, 5008297.890880083 2213622.751889311, 5009219.879364143 2213622.8835769836, 5009219.740825083 2214543.6986133265, 5008297.766194971 2214543.5667433436))",324306,2,321,0.9445833206176759,76.59091186523438,4.356073379516602,1.1,1140.0,56.2096519470215,3262.0280373831774,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,2.3557835976223876e-06,0.8499115468308588,-0.1793663396785594,5.616304668943235,-0.07090377853390889,0.8593113627947728,-0.16783359409487733
"POLYGON ((5045177.091109 2214559.6690885965, 5045177.769977905 2213638.831973107, 5046099.781136803 2213639.518163714, 5046099.088412223 2214560.356229173, 5045177.091109 2214559.6690885965))",324346,1,1,0.6650000095367432,72.4137954711914,6.711591339111328,0.8699999809265136,1397.0,70.19412994384766,3512.0,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,1.1778332367400523e-06,-0.4834711282198113,1.7084755143277843,-0.14960513730649305,-0.06420062698652707,-0.47136530421815387,1.7158741576641425
"POLYGON ((4988936.1430720575 2213623.18853808, 4988935.977057601 2212702.373356026, 4989857.979779787 2212702.214165219, 4989858.131959643 2213623.0291265687, 4988936.1430720575 2213623.18853808))",325295,2,2,0.7879166603088379,78.33332824707031,4.1476081848144535,0.95,852.0,55.41965866088867,3529.0,84,POMCA_125,2,Magdalena Cauca,24,Sogamoso,2401,Río Suárez,613823.0,2.3557468473277102e-06,0.8499115468308588,0.7726473894061486,-0.13158666916196265,-0.09191697618179201,0.8592698476670926,0.7672046408148423
"POLYGON ((4989858.131959643 2213623.0291265687, 4989857.979779787 2212702.214165219, 4990779.982290584 2212702.0688171475, 4990780.120635856 2213622.8835769836, 4989858.131959643 2213623.0291265687))",325296,3,7,0.7099999904632568,78.93772888183594,4.467050933837891,0.9100000381469726,937.0,60.38203048706055,3589.285714285714,84,POMCA_125,2,Magdalena Cauca,24,Sogamoso,2401,Río Suárez,613823.0,3.533621908804351e-06,2.1832942218815288,0.5377532726356185,-0.04149432843931065,-0.10147468704120052,2.1898614523840814,0.5325713799838567
"POLYGON ((4990780.120635856 2213622.8835769836, 4990779.982290584 2212702.0688171475, 4991701.984609211 2212701.937311796, 4991702.1091199145 2213622.751889311, 4990780.120635856 2213622.8835769836))",325297,1,8,0.6666666507720947,80.33707427978516,4.633540344238281,0.8900000572204589,1053.0,63.021949768066406,3693.375,84,POMCA_125,2,Magdalena Cauca,24,Sogamoso,2401,Río Suárez,613823.0,1.1778744659048124e-06,-0.4834711282198113,0.8780241260971374,-0.02347586029478025,-0.10024827169690347,-0.47131872951571424,0.8679017889902085
"POLYGON ((4999078.012380642 2213622.1974153817, 4999077.998546138 2212701.3836055337, 5000000 2212701.3766842103, 5000000 2213622.1904844623, 4999078.012380642 2213622.1974153817))",325306,1,1,0.6512500286102295,80.16304779052734,4.931922531127929,0.9199999809265136,1680.0,66.11705017089844,3740.0,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,1.177876699277174e-06,-0.4834711282198113,0.4796443611001687,-0.14960513730649305,-0.0743789649022349,-0.4713162065770668,0.4897554616205436
"POLYGON ((5000000 2213622.1904844623, 5000000 2212701.3766842103, 5000922.00145386 2212701.3836055337, 5000921.987619356 2213622.1974153817, 5000000 2213622.1904844623))",325307,1,2,0.6162499904632568,79.94505310058594,4.931923294067383,0.9100000381469726,1668.0,72.3774642944336,3743.0,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,1.1778766992795533e-06,-0.4834711282198113,0.3220566583002021,-0.13158666916196265,-0.09405010222341721,-0.471316206574379,0.3325177846643303
"POLYGON ((5003687.950669586 2213622.301379184, 5003688.006007614 2212701.4874253985, 5004610.007653643 2212701.5497173304, 5004609.938481098 2213622.3637574785, 5003687.950669586 2213622.301379184))",325311,1,1,1.2024999618530274,74.00932312011719,3.893467712402344,1.430000114440918,1049.0,47.898414611816406,2889.0,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,1.1778762029739122e-06,-0.4834711282198113,0.20577548585207195,-0.14960513730649305,0.3116986631657912,-0.4713167672281708,0.2165078449746289
"POLYGON ((5041489.734566142 2213636.2258459465, 5041490.357140977 2212715.392613792, 5042412.378484795 2212716.022477179, 5042411.742073944 2213636.8565825857, 5041489.734566142 2213636.2258459465))",325352,4,8,0.6537499904632569,73.01136016845703,6.637103271484375,0.8800000190734864,2011.0,74.1947250366211,3539.875,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,4.711301329660927e-06,3.5166768969321986,-0.48347112821981136,-0.02347586029478025,-0.13048038679103222,3.5202320508372367,-0.4713744512823483
"POLYGON ((4989857.979779787 2212702.214165219, 4989857.8278131 2211781.399479982, 4990779.844139101 2211781.2543334356, 4990779.982290584 2212702.0688171475, 4989857.979779787 2212702.214165219))",326322,1,1,0.7345833301544189,78.71377563476562,4.3560737609863285,0.9199999809265136,905.0,59.72233963012695,3600.0,84,POMCA_125,2,Magdalena Cauca,24,Sogamoso,2401,Río Suárez,613823.0,1.177856661472871e-06,-0.4834711282198113,0.9333168012411035,-0.14960513730649305,-0.08868679874732564,-0.4713388423684632,0.9282104885509267
"POLYGON ((4993545.988746822 2212701.7158291973, 4993545.892040871 2211780.9018349033, 4994467.907713443 2211780.8119823867, 4994467.9906042395 2212701.6258519273, 4993545.988746822 2212701.7158291973))",326326,4,4,0.6525000095367431,78.75457763671875,4.6879924774169925,0.9100000381469726,1044.0,52.87783050537109,3718.75,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,4.711433395743214e-06,3.5166768969321986,0.9705758676286824,-0.09554973287290185,-0.08138324884396328,3.5203812398523593,0.9555633962858588
"POLYGON ((4995389.992346356 2212701.5497173304, 4995389.923270705 2211780.7359533506, 4996311.938731874 2211780.6737477863, 4996311.993992385 2212701.4874253985, 4995389.992346356 2212701.5497173304))",326328,3,8,0.659166669845581,79.4871826171875,4.747407531738281,0.9100000381469726,1090.0,54.22393035888672,3716.625,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,3.533576684640583e-06,2.1832942218815288,1.1666405956657389,-0.02347586029478025,-0.0791339331118191,2.1898103647139133,1.1530411433763967
"POLYGON ((4996311.993992385 2212701.4874253985, 4996311.938731874 2211780.6737477863, 4997233.95411617 2211780.6253656875, 4997233.9955615485 2212701.438976125, 4996311.993992385 2212701.4874253985))",326329,3,4,0.6154166698455811,79.53704071044922,4.840446090698242,0.9,1234.0,59.62604904174805,3708.0,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,3.5335772802120163e-06,2.1832942218815288,1.1734804826519054,-0.09554973287290185,-0.05965078094528271,2.189811037503732,1.1607225482096153
"POLYGON ((4998155.997073061 2212701.4043695047, 4998155.969442811 2211780.5908070495, 4999077.984731015 2211780.5700718677, 4999077.998546138 2212701.3836055337, 4998155.997073061 2212701.4043695047))",326331,1,1,0.66875,78.9426498413086,4.941130828857422,0.9299999237060548,1634.0,64.10643005371094,3611.0,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,1.1778593415606236e-06,-0.4834711282198113,0.9275587067331748,-0.14960513730649305,-0.06198397364943655,-0.4713358147958622,0.9367029847345485
"POLYGON ((5006454.011253176 2212701.7158291973, 5006454.107959128 2211780.9018349033, 5007376.12376623 2211781.005510909, 5007376.013245114 2212701.8196491497, 5006454.011253176 2212701.7158291973))",326340,2,6,1.08125,74.80158233642578,4.118279647827149,1.2600000381469727,1005.0,47.54531478881836,3001.0,63,POMCA_128,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,409848.0,2.3557160030306515e-06,0.8499115468308588,0.17387474138939096,-0.05951279658384105,1.623595466512966,0.859235004274901,0.18468079356945946
"POLYGON ((4988013.7945076665 2211781.7312437184, 4988013.615162452 2210860.9163735528, 4988935.645726338 2210860.743819831, 4988935.8112756945 2211781.5584500707, 4988013.7945076665 2211781.7312437184))",327349,2,3,1.0670833587646484,76.65230560302734,3.7383655548095702,1.159999942779541,999.0,49.12472534179688,2997.0,84,POMCA_125,2,Magdalena Cauca,24,Sogamoso,2401,Río Suárez,613823.0,2.3556764731827256e-06,0.8499115468308588,0.6615223993535685,-0.11356820101743226,-0.09439934664323696,0.8591903492129965,0.6712371385636348
"POLYGON ((4989857.8278131 2211781.399479982, 4989857.676059585 2210860.5850704736, 4990779.706181411 2210860.4401254645, 4990779.844139101 2211781.2543334356, 4989857.8278131 2211781.399479982))",327351,3,6,0.8199999809265138,78.64583587646484,4.295875549316406,0.9600000381469728,872.0,52.14036560058594,3493.6666666666665,84,POMCA_125,2,Magdalena Cauca,24,Sogamoso,2401,Río Suárez,613823.0,3.5335181343875485e-06,2.1832942218815288,0.4878550963902303,-0.05951279658384105,-0.10474795277987554,2.189744223169967,0.4851610695243219
"POLYGON ((4991701.860272918 2211781.1230104156, 4991701.736111038 2210860.308984788, 4992623.765867687 2210860.19164843, 4992623.876233769 2211781.005510909, 4991701.860272918 2211781.1230104156))",327353,1,1,0.7795833587646485,78.50877380371094,4.428514862060547,0.95,997.0,52.25639724731445,3483.0,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,1.1778403211358046e-06,-0.4834711282198113,1.18373626509372,-0.14960513730649305,-0.07639932042880214,-0.47135730130016984,1.1789354394207383
"POLYGON ((4992623.876233769 2211781.005510909, 4992623.765867687 2210860.19164843, 4993545.795470575 2210860.0881163795, 4993545.892040871 2211780.9018349033, 4992623.876233769 2211781.005510909))",327354,3,4,0.7670833110809326,78.50877380371094,4.459201431274414,0.95,936.0,48.6043586730957,3509.75,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,3.53352215457777e-06,2.1832942218815288,0.9903339231615409,-0.09554973287290185,-0.08279465540223571,2.1897487645950577,0.9849727275629426
"POLYGON ((4994467.907713443 2211780.8119823867, 4994467.824938922 2210859.9983886243, 4995389.854291951 2210859.922465155, 4995389.923270705 2211780.7359533506, 4994467.907713443 2211780.8119823867))",327356,1,1,0.6949999809265137,78.8043441772461,4.670993423461914,0.9200000762939452,1046.0,56.96967697143555,3602.0,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,1.1778413634094701e-06,-0.4834711282198113,1.2414083320160498,-0.14960513730649305,-0.07119259374075444,-0.47135612389126247,1.2336545944547013
"POLYGON ((4995389.923270705 2211780.7359533506, 4995389.854291951 2210859.922465155, 4996311.88354888 2210859.860345964, 4996311.938731874 2211780.6737477863, 4995389.923270705 2211780.7359533506))",327357,2,3,0.6441666603088378,79.25926208496094,4.809240341186523,0.9,1144.0,62.06525421142578,3752.6666666666665,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,2.3556832231412673e-06,0.8499115468308588,1.274862017467257,-0.11356820101743226,-0.06149686659218844,0.8591979743325542,1.2669147030354029
"POLYGON ((5041490.978843728 2211794.559656639, 5041491.599674382 2210873.726974107, 5042413.648632089 2210874.3550908314, 5042413.01400418 2211795.188646721, 5041490.978843728 2211794.559656639))",327407,1,3,0.6662499904632568,72.44318389892578,6.667850494384766,0.8799999237060548,2045.0,76.40414428710938,3551.0,129,POMCA_271,3,Orinoco,35,Meta,3521,Río Cravo Sur,516061.0,1.1777907394183559e-06,-0.4834711282198113,1.6389580748565011,-0.11356820101743226,-0.07804539495310736,-0.47141331149950455,1.6464952860155315
"POLYGON ((4989857.676059585 2210860.5850704736, 4989857.524519245 2209939.7709363108, 4990779.568417517 2209939.626192851, 4990779.706181411 2210860.4401254645, 4989857.676059585 2210860.5850704736))",328354,1,1,0.8962499618530273,77.80528259277344,4.200244140625,1.0100000381469727,967.0,51.86558532714844,3499.0,84,POMCA_125,2,Magdalena Cauca,24,Sogamoso,2401,Río Suárez,613823.0,1.17782211956848e-06,-0.4834711282198113,0.8063665487562787,-0.14960513730649305,-0.09165670729578372,-0.471377862778604,0.815732326211149
"POLYGON ((4991701.736111038 2210860.308984788, 4991701.612123575 2209939.495234529, 4992623.65565664 2209939.3780613304, 4992623.765867687 2210860.19164843, 4991701.736111038 2210860.308984788))",328356,4,14,0.8287500381469727,78.4364242553711,4.307102966308594,0.9700000762939454,1023.0,55.698543548583984,3473.714285714286,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,4.711292250360931e-06,3.5166768969321986,0.7869424978083741,0.08463494857240215,-0.09469003314104804,3.5202217943671346,0.7857158353595073
"POLYGON ((4992623.765867687 2210860.19164843, 4992623.65565664 2209939.3780613304, 4993545.699035935 2209939.2746732435, 4993545.795470575 2210860.0881163795, 4992623.765867687 2210860.19164843))",328357,3,5,0.9037500381469726,77.16345977783203,4.312377166748047,1.0399999618530271,1031.0,56.11687469482422,3330.2,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,3.533470378959699e-06,2.1832942218815288,0.9776507711343463,-0.07753126472837145,-0.078621315565394,2.1896902760464947,0.9753481979323703
"POLYGON ((4996311.88354888 2210859.860345964, 4996311.828443403 2209939.047219548, 4997233.871399827 2209938.9989718115, 4997233.91272893 2210859.812031044, 4996311.88354888 2210859.860345964))",328361,5,10,0.6558333396911621,79.62962341308594,4.860945129394532,0.9,1197.0,56.10934066772461,3671.9,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,5.8891227578770945e-06,4.850059571982869,1.0217747288323382,0.012561075994280552,-0.0327086336670446,4.850763068511972,1.0306650886086093
"POLYGON ((5000922.029064729 2210859.756814, 5000922.042841095 2209938.9438315486, 5001844.08570141 2209938.9645091463, 5001844.058148677 2210859.7775203907, 5000922.029064729 2210859.756814))",328366,1,1,1.1008333206176757,75.13021087646484,3.9819671630859377,1.2799999237060546,1052.0,44.12363815307617,3021.0,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,1.1778247997426135e-06,-0.4834711282198113,0.5854385587599837,-0.14960513730649305,-0.05516674244582205,-0.4713748351084225,0.5953009098683733
"POLYGON ((4991701.612123575 2209939.495234529, 4991701.48831053 2209018.6817592555, 4992623.545600634 2209018.5647492264, 4992623.65565664 2209939.3780613304, 4991701.612123575 2209939.495234529))",329350,3,7,0.8916666984558106,77.45098114013672,4.222954559326172,1.0199999809265137,971.0,55.02002334594727,3352.4285714285716,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,3.53341748647743e-06,2.1832942218815288,0.6745559041491178,-0.04149432843931065,-0.08315174864480318,2.18963052582751,0.684172988806975
"POLYGON ((4992623.65565664 2209939.3780613304, 4992623.545600634 2209018.5647492264, 4993545.602736955 2209018.461505112, 4993545.699035935 2209939.2746732435, 4992623.65565664 2209939.3780613304))",329351,1,1,0.9483333587646484,77.2585678100586,4.206775665283203,1.0700000762939452,991.0,55.60755920410156,3284.0,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,1.177806225895053e-06,-0.4834711282198113,0.9406647730382834,-0.14960513730649305,-0.07624739598132173,-0.47139581713481876,0.9497100113288596
"POLYGON ((4994467.742280679 2209939.1850702567, 4994467.659738714 2209018.372026901, 4995389.716625138 2209018.2963145855, 4995389.785410095 2209939.109252361, 4994467.742280679 2209939.1850702567))",329353,1,1,0.6604166507720948,79.68164825439453,4.8638660430908205,0.8900000572204589,1055.0,62.17820358276367,3743.0,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,1.1778068711317289e-06,-0.4834711282198113,1.0677804941729274,-0.14960513730649305,-0.05894837781624458,-0.47139508824044607,1.0765586898337103
"POLYGON ((4996311.828443403 2209939.047219548, 4996311.773415446 2209018.2343681557, 4997233.830128864 2209018.1861876063, 4997233.871399827 2209938.9989718115, 4996311.828443403 2209939.047219548))",329355,4,32,0.7795833110809326,78.09278106689453,4.7408203125,0.9699999809265136,1079.0,53.49396133422852,3565.5625,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,4.711229271338218e-06,3.5166768969321986,1.0150297424811567,0.4089673751739494,-0.08050225191385371,3.520150649844565,1.023928121495808
"POLYGON ((4984325.022146765 2209020.1134142177, 4984324.788606286 2208099.2982170032, 4985246.8615564825 2208099.071395847, 4985247.081359158 2209019.8862763015, 4984325.022146765 2209020.1134142177))",330339,1,1,1.162083339691162,77.30352020263672,3.5256107330322264,1.230000114440918,1153.0,48.88183975219727,2821.0,84,POMCA_125,2,Magdalena Cauca,24,Sogamoso,2401,Río Suárez,613823.0,1.1777836564107004e-06,-0.4834711282198113,0.8661164491507924,-0.14960513730649305,-0.11462550834792175,-0.4714213128494191,0.875169786050634
"POLYGON ((4986169.140263985 2209019.67290444, 4986168.934199088 2208098.8583215475, 4987091.006553328 2208098.6589940824, 4987091.198880467 2209019.47329861, 4986169.140263985 2209019.67290444))",330341,1,1,1.1595833778381348,76.54570007324219,3.652262496948242,1.240000057220459,1122.0,47.55915069580078,2843.0,84,POMCA_125,2,Magdalena Cauca,24,Sogamoso,2401,Río Suárez,613823.0,1.1777851950741638e-06,-0.4834711282198113,0.6319012206061184,-0.14960513730649305,-0.11379968098099687,-0.4714195746916519,0.6414857365449324
"POLYGON ((4991701.48831053 2209018.6817592555, 4991701.3646719055 2208097.8685585856, 4992623.435699668 2208097.751711735, 4992623.545600634 2209018.5647492264, 4991701.48831053 2209018.6817592555))",330347,1,5,0.9895833015441896,77.04545593261719,4.103536987304688,1.1,1004.0,52.689090728759766,3026.6,335,POMCA_127,2,Magdalena Cauca,24,Sogamoso,2403,Río Chicamocha,215458.0,1.1777886198409346e-06,-0.4834711282198113,0.6260235560545334,-0.07753126472837145,-0.08894075213559988,-0.47141570588921067,0.6357200539167974
